TOPIC,SUB_TOPIC
pragnancy,"worried post pragnancy, post pragnancy stretch, pragnancy stretch mark"
worrythis,"reduced worrythis mama, mark reduced worrythis, worrythis mama earth"
elasticloving,"elasticloving mamaearth body, skin keep elasticloving, keep elasticloving mamaearth"
messyhere,"messyhere rice water, feel messyhere rice, dosent feel messyhere"
benefitshehe,"tryingand getting benefitshehe, getting benefitshehe yeah, benefitshehe yeah great"
hairin,"rice water hairin, hairin way dosent, water hairin way"
improvingthanks,"also improvingthanks mamarearth, health also improvingthanks, improvingthanks mamarearth great"
ques,"good hairfall ques, ques apply rice, hairfall ques apply"
tryingand,"tryingand getting benefitshehe, mask tryingand getting, face mask tryingand"
thatmy,"conditioner thatmy hair, thatmy hair good, shampoo conditioner thatmy"
memuch,"nothing helping memuch, memuch get rid, helping memuch get"
gymming,"gymming cause lot, competition gymming cause, compete competition gymming"
bros,"gym bros everyone, recommended gym bros"
competition,"competition gymming cause, bodybuilder compete competition, compete competition gymming"
permenent,"mark wanted permenent, permenent stretch mark, wanted permenent stretch"
bodybuilder,"cream professional bodybuilder, bodybuilder compete competition, professional bodybuilder compete"
stretchmakrs,"product removed stretchmakrs, stretchmakrs naturally really, removed stretchmakrs naturally"
naturei,"naturei really love, infused goodness naturei, goodness naturei really"
nowloving,"seems worthy nowloving, worthy nowloving shampoo, nowloving shampoo even"
boxi,"remove product boxi, boxi opened box, product boxi opened"
properlypacking,"sealed properlypacking bad, box sealed properlypacking, properlypacking bad condition"
boxn,"boxn told accept, instead item boxn, item boxn told"
servicebut,"disappointed servicebut still, really disappointed servicebut, servicebut still order"
productsn,"told accept productsn, accept productsn returned, productsn returned really"
itemstoday,"back ordered itemstoday, ordered itemstoday recd, itemstoday recd product"
beforeim,"beforeim using mask, healthier ever beforeim, ever beforeim using"
itwatching,"itwatching good resultswill, replace itwatching good, gonna replace itwatching"
growthbut,"inhair growthbut read, help inhair growthbut, growthbut read review"
resultswill,"itwatching good resultswill, good resultswill definitely, resultswill definitely see"
evernot,"itfav oil evernot, oil evernot gonna, evernot gonna replace"
inhair,"inhair growthbut read, say help inhair, help inhair growthbut"
itfav,"itfav oil evernot, since thenloving itfav, thenloving itfav oil"
morebest,"see morebest purchase, definitely see morebest"
exhibit,"smudgeproof exhibit pleasant, exhibit pleasant fragrance, smooth smudgeproof exhibit"
lay,"mild efficient lay, lay flawless foundation, efficient lay flawless"
smear,"makeup smear eye, smear eye never, eye makeup smear"
timeshould,"timeshould use week, heat timeshould use, front heat timeshould"
cook,"cook front heat, skinso woman cook, woman cook front"
womenbit,"womenbit mother good, try womenbit mother, must try womenbit"
pollutin,"pollutin great product, toxin pollutin great, cancel toxin pollutin"
cancel,"cancel toxin pollutin, course use cancel, use cancel toxin"
housemakerssince,"woman housemakerssince basically, housemakerssince basically remove, working woman housemakerssince"
wellformulated,"wellformulated lotion fit, happier found wellformulated, found wellformulated lotion"
litrally,"like litrally stopped, litrally stopped good, stopped like litrally"
beautifulcant,"beautifulcant stress enoughthis, make day beautifulcant, day beautifulcant stress"
realxes,"brain realxes muscle, realxes muscle whenever, soothes brain realxes"
besttttt,"stress enoughthis besttttt, besttttt product ever, enoughthis besttttt product"
brain,"brain realxes muscle, soothes brain realxes, recommend soothes brain"
enoughthis,"stress enoughthis besttttt, beautifulcant stress enoughthis, enoughthis besttttt product"
nykka,"botanica nykka serum, nykka serum momco, st botanica nykka"
momco,"nykka serum momco, momco etc one, serum momco etc"
kama,"kama ayurveda st, expensive serum kama, serum kama ayurveda"
itour,"itour fav part, wanna use itour, use itour fav"
itcool,skin apply itcool
ordercuz,"ordercuz also giving, asked ordercuz also, yesterday asked ordercuz"
mehehhhehehhebut,"mehehhhehehhebut yesterday asked, without telling mehehhhehehhebut, telling mehehhhehehhebut yesterday"
allit,"cucumber allit give, made cucumber allit, allit give fresh"
onlyi,"onlyi started using, lot experinece onlyi, experinece onlyi started"
herabout,"herabout benefit givesso, priceyso told herabout, told herabout benefit"
priceyso,"price quite priceyso, quite priceyso told, priceyso told herabout"
healthyrelief,"hair soft healthyrelief, healthyrelief know made, soft healthyrelief know"
nowin,"nowin case serum, using nowin case, started using nowin"
nowthat,"month nowthat cant, many month nowthat, nowthat cant get"
excessing,"rash excessing sweat, keep rash excessing, excessing sweat smell"
sckeptical,sckeptical use powder
vulnerable,"vulnerable cold cough, month vulnerable cold, especially month vulnerable"
chest,"chest back calming, every night chest, night chest back"
preventive,"use preventive measure, prefer use preventive, preventive measure rubbing"
repelled,"never repelled kid, scent never repelled, repelled kid though"
rubbing,"measure rubbing little, preventive measure rubbing, rubbing little every"
measure,"measure rubbing little, use preventive measure, preventive measure rubbing"
demise,"issue wife demise, wife demise responsibility, demise responsibility increased"
pimplesbut,"wash remove pimplesbut, pimplesbut using face, remove pimplesbut using"
washsuch,"face washsuch blessing, using face washsuch"
useread,"face wash useread, useread detail page, wash useread detail"
obstacle,"face daily obstacle, obstacle rigorous work, daily obstacle rigorous"
acidby,"containing salicylic acidby, acidby knew salicylic, salicylic acidby knew"
casualy,"productworks real casualy, real casualy vibe, casualy vibe skin"
underratedbut,"underratedbut cant go, hand cream underratedbut, cream underratedbut cant"
dryingso,"put dryingso made, cream put dryingso, dryingso made heart"
nicelyand,"nicelyand moisturization last, easily nicelyand moisturization, absorbs easily nicelyand"
timegood,"long timegood product, last long timegood"
creamlike,"hand creamlike whenever, creamlike whenever water, without hand creamlike"
handsmy,"whenever water handsmy, water handsmy hand, handsmy hand gonna"
mlnow,"mlnow ordering 4th, bottle 30 mlnow, 30 mlnow ordering"
2021till,"2021till date finished, 20th may 2021till, may 2021till date"
onward,"day onward using, thrice day onward, onward using one"
treatmentbut,"doctor treatmentbut completely, took doctor treatmentbut, treatmentbut completely useless"
fadedi,"completely fadedi used, acne completely fadedi, fadedi used twice"
timeloving,feel hydrated timeloving
impressiveso,"concept quite impressiveso, quite impressiveso bought, impressiveso bought dark"
canadabut,"live canadabut indianso, canadabut indianso believe"
qualitythat,"compared qualitythat gonna, qualitythat gonna try, affordable compared qualitythat"
indianso,"indianso believe naturally, live canadabut indianso, canadabut indianso believe"
jobmy,"jobmy eye skin, good jobmy eye, done good jobmy"
indiaand,"came indiaand bhabi, onesi came indiaand, indiaand bhabi using"
bhabi,"came indiaand bhabi, bhabi using mamaearth, indiaand bhabi using"
mamaearthcuz,"product mamaearthcuz eye, mamaearthcuz eye cream, try product mamaearthcuz"
11to,"ranging 11to 14, 11to 14 year, group ranging 11to"
yearsand,"10 yearsand next, ranging 10 yearsand, yearsand next range"
14,"ranging 11to 14, 11to 14 year, 14 year also"
yearand,"getting 10 yearand, yearand using mama, 10 yearand using"
budgetfriendly,"found budgetfriendly bought, budgetfriendly bought im, oneand found budgetfriendly"
costsbut,"costsbut came mamaearths, stuff costsbut came, wonderful stuff costsbut"
peel,sunscreen totally peel
listcuz,"first listcuz oil, listcuz oil helped, mamaearth first listcuz"
benefitthis,"use get benefitthis, get benefitthis hair, benefitthis hair fall"
journeyi,"journeyi way literally, helped hair journeyi, hair journeyi way"
indiathis,"oil indiathis hair, indiathis hair fall, control oil indiathis"
baldfirst,"getting baldfirst thought, edge getting baldfirst, baldfirst thought hair"
friendlynd,"gel skin friendlynd, skin friendlynd chemical, friendlynd chemical free"
favvvv,"favvvv aleovera gel, turmeric turmeric favvvv, turmeric favvvv aleovera"
combinationi,"combinationi like ur, super combinationi like, turmeric super combinationi"
tat,"product tat im, tat im using, free product tat"
hardworking,"hazel many hardworking, many hardworking ingredient, hardworking ingredient really"
touted,"vitamin touted one, face vitamin touted, touted one best"
straightner,"straightner curlerthey starting, hair using straightner, using straightner curlerthey"
niceeasy,"niceeasy rinse offvery, smell niceeasy rinse, situation smell niceeasy"
manysafe,"shampoo benefit manysafe, benefit manysafe hair"
excessbut,"excessbut improved hair, fall excessbut improved, hair fall excessbut"
offvery,"niceeasy rinse offvery, rinse offvery easy, offvery easy use"
curlerthey,"straightner curlerthey starting, using straightner curlerthey, curlerthey starting looking"
knowns,"going suggest knowns, suggest knowns facing"
fragrancenever,"fav fragrancenever gonna, product fav fragrancenever, fragrancenever gonna stop"
pricy,"seemed quite pricy, quite pricy mebut, pricy mebut using"
grese,"dosent grese forehead, part dosent grese, grese forehead applying"
thisgreat,"thisgreat product fav, worth spend thisgreat, spend thisgreat product"
breakoutthanks,"acne breakoutthanks blessing, free acne breakoutthanks"
lovelyi,"fall shampoorather lovelyi, lovelyi mother loved, shampoorather lovelyi mother"
shoe,"bcoz shoe use, 50 bcoz shoe, shoe use oil"
totallymy,"mother loved totallymy, loved totallymy hairball, totallymy hairball reduced"
properlyits,"properlyits lovely loved, oil properlyits lovely, use oil properlyits"
hairball,"hairball reduced 90, loved totallymy hairball, totallymy hairball reduced"
happens,"know happens everytime, happens everytime use, dnt know happens"
2times,"used shampoo 2times, 2times 1st time, shampoo 2times 1st"
shampoorather,"fall shampoorather lovelyi, hair fall shampoorather, shampoorather lovelyi mother"
damagemy,"serious damagemy colleague, damagemy colleague suggested, getting serious damagemy"
tubeand,"finish one tubeand, tubeand eager give, one tubeand eager"
esposure,time sun esposure
sunlighti,"sunlighti apply multiple, keep safe sunlighti, safe sunlighti apply"
sunscreenand,"colleague suggested sunscreenand, sunscreenand glad started, suggested sunscreenand glad"
onlylikemy,"first day onlylikemy, day onlylikemy skin, onlylikemy skin much"
hating,"skini started hating, hating skin started, started hating skin"
nowamd,"care skin nowamd, skin nowamd ordered, nowamd ordered product"
enoughi,"enoughi gonna take, said enoughi gonna, day said enoughi"
outsidebut,"outsidebut one day, go outsidebut one, whenever go outsidebut"
ohsogood,"amazing smudgeproof ohsogood, ohsogood fragrance texture, smudgeproof ohsogood fragrance"
blunting,"blunting another kajal, never thought blunting, thought blunting another"
plain,"smudged like plain, plain butter 23, like plain butter"
andvery,"wash andvery important, andvery important dry, face wash andvery"
carryin,"easy carryin purse, tube easy carryin, carryin purse easy"
fibroblast,"cell called fibroblast, fibroblast make new, called fibroblast make"
activating,"firmer activating cell, activating cell called, smoother firmer activating"
worthwhile,"nothing worthwhile invest, unfortunately nothing worthwhile, worthwhile invest discovered"
invest,"nothing worthwhile invest, invest discovered mamaearths, worthwhile invest discovered"
trythis,"trythis oil give, give trythis oil, convinced give trythis"
debris,"acne removed debris, debris sebum gave, removed debris sebum"
emits,"brush emits drop, press brush emits, emits drop foam"
faceeven,"faceeven applied gel, twice washing faceeven, washing faceeven applied"
goodgonna,"goodgonna continue use, hair feel goodgonna, feel goodgonna continue"
